severity,ppt,tmax,vpdmax,fuel_model,vegetation_type,canopy_cover,slope_deg,aspect_deg,elevation_m,treated,fire,x,y,fuel_model_group,vegetation_type_group
-13,4.0666,28.7142,34.2775,122,7032,35,4,233,2005,0,Antelope_2021,-121.64440316329198,41.559926139903226,Grass-Shrub,Tree
-49,5.2764997,28.136599,32.5014,165,7028,55,10,297,2138,0,Antelope_2021,-121.65406736971647,41.585761795349086,Timber-Understory,Tree
888,6.2051,29.8251,36.0182,184,7032,45,7,318,1967,0,Antelope_2021,-121.66373868488753,41.61159740762482,Timber Litter,Tree
996,6.2051,29.8251,36.0182,165,7031,45,6,314,1760,0,Antelope_2021,-121.67341711645106,41.63743298204172,Timber-Understory,Tree
869,6.0986,31.3385,40.0584,165,7031,0,5,289,1650,0,Antelope_2021,-121.68310267206364,41.66326852391773,Timber-Understory,Tree
595,7.3763,32.6545,42.710197,189,7027,35,2,-1,1539,0,Antelope_2021,-121.69279535939236,41.689104038577106,Timber Litter,Tree
1685,7.3763,32.6545,42.710197,145,7017,0,2,-1,1438,0,Antelope_2021,-121.70249518611523,41.7149395313508,Shrub,Tree
414,7.5951,32.6713,42.3934,122,7017,35,4,138,1416,0,Antelope_2021,-121.71220215992085,41.740775007576204,Grass-Shrub,Tree
-34,7.5951,32.6713,42.3934,145,7080,0,2,-1,1350,0,Antelope_2021,-121.72191628850855,41.766610472597364,Shrub,Shrub
-25,7.1533,32.5867,41.6014,99,9006,0,4,240,1300,0,Antelope_2021,-121.73163757958854,41.79244593176471,Non-Burnable,Sparse
-184,7.1377997,32.6483,41.577,145,7080,0,3,54,1314,0,Antelope_2021,-121.74136604088164,41.818281390435565,Shrub,Shrub
-77,7.1377997,32.6483,41.577,145,7080,0,6,224,1271,0,Antelope_2021,-121.75110168011962,41.84411685397375,Shrub,Shrub
-37,7.7784996,32.4453,40.692898,145,7080,0,17,285,1329,0,Antelope_2021,-121.76084450504491,41.86995232774976,Shrub,Shrub
81,3.7705998,32.6349,44.0033,99,9160,0,6,276,1557,0,Antelope_2021,-121.57093379419612,41.463713010395615,Non-Burnable,Sparse
104,3.2993999,30.801498,39.1182,189,7027,45,19,101,1675,0,Antelope_2021,-121.5805578088129,41.48955169113319,Timber Litter,Tree
1,3.2993999,30.801498,39.1182,187,7032,65,3,140,1806,0,Antelope_2021,-121.59018889444077,41.51539031119271,Timber Litter,Tree
24,3.9067,28.479,34.0042,184,7032,55,2,-1,1986,0,Antelope_2021,-121.59982705867746,41.54122887586603,Timber Litter,Tree
142,5.1516,27.415499,31.5658,184,7032,45,10,26,2243,0,Antelope_2021,-121.60947230913125,41.56706739045134,Timber Litter,Tree
149,5.1516,27.415499,31.5658,122,7058,15,1,-1,2059,0,Antelope_2021,-121.61912465342098,41.59290586025327,Grass-Shrub,Tree
576,5.4091,28.161,32.5447,165,7028,45,8,287,2099,0,Antelope_2021,-121.6287840991762,41.6187442905829,Timber-Understory,Tree
831,5.4091,28.161,32.5447,122,7032,35,9,227,1924,0,Antelope_2021,-121.63845065403707,41.64458268675788,Grass-Shrub,Tree
498,6.0986,31.3385,40.0584,165,7031,45,7,329,1704,0,Antelope_2021,-121.64812432565438,41.67042105410226,Timber-Understory,Tree
858,6.239,32.5696,42.6348,189,7031,35,6,321,1531,0,Antelope_2021,-121.65780512168969,41.69625939794641,Timber Litter,Tree
685,6.239,32.5696,42.6348,122,7031,25,0,-1,1422,0,Antelope_2021,-121.66749304981512,41.722097723627684,Grass-Shrub,Tree
624,7.2454996,32.6731,42.556698,122,7017,25,1,-1,1414,0,Antelope_2021,-121.67718811771361,41.74793603648967,Grass-Shrub,Tree
-73,7.5843,32.2929,41.257698,142,7124,0,2,-1,1367,0,Antelope_2021,-121.68689033307884,41.773774341882586,Shrub,Shrub
-71,7.6554,32.4404,41.4435,122,7126,0,8,214,1500,0,Antelope_2021,-121.69659970361515,41.79961264516328,Grass-Shrub,Shrub
-244,7.8341,32.484398,41.1488,99,9006,0,25,311,1372,0,Antelope_2021,-121.70631623703778,41.825450951695345,Non-Burnable,Sparse
-118,7.8341,32.484398,41.1488,145,7080,0,26,57,1307,0,Antelope_2021,-121.71603994107262,41.85128926684886,Shrub,Shrub
-844,7.7061,32.634098,41.195698,122,9011,0,0,-1,1244,0,Antelope_2021,-121.72577082345647,41.877127596000655,Grass-Shrub,Herb
-15,3.6625,32.3672,43.2397,99,9160,0,3,160,1558,0,Antelope_2021,-121.53604325245485,41.47083360473165,Non-Burnable,Sparse
255,3.3913,30.862999,39.0196,99,9160,0,4,184,1694,0,Antelope_2021,-121.54565542641728,41.496675082403684,Non-Burnable,Sparse
-47,3.5582,28.8625,34.8798,165,7031,45,5,138,1816,0,Antelope_2021,-121.55527466412191,41.52251650306845,Timber-Understory,Tree
60,3.9067,28.479,34.0042,184,7032,45,11,98,1982,0,Antelope_2021,-121.56490097316073,41.54835787202392,Timber Litter,Tree
-85,4.5367,27.694899,32.5578,122,7028,25,1,-1,2086,0,Antelope_2021,-121.5745343611363,41.57419919457444,Grass-Shrub,Tree
-56,4.5367,27.694899,32.5578,161,7032,35,4,208,2070,0,Antelope_2021,-121.58417483566183,41.60004047603081,Timber-Understory,Tree
-12,5.0460997,27.368599,31.3855,184,7032,45,15,31,2213,0,Antelope_2021,-121.59382240436103,41.62588172171023,Timber Litter,Tree
389,5.0337996,30.4455,37.593998,187,7032,65,10,6,1964,0,Antelope_2021,-121.60347707486838,41.651722936936494,Timber Litter,Tree
841,5.3526998,30.2813,36.9677,189,7027,45,10,352,1804,0,Antelope_2021,-121.61313885482899,41.677564127039844,Timber Litter,Tree
44,5.6144,32.3905,42.4973,99,9160,0,3,335,1587,0,Antelope_2021,-121.62280775189862,41.703405297357044,Non-Burnable,Sparse
1610,6.6176,32.7753,42.8059,121,7125,0,1,-1,1447,0,Antelope_2021,-121.63248377374373,41.72924645323149,Grass-Shrub,Shrub
253,6.6176,32.7753,42.8059,145,7080,0,2,-1,1412,0,Antelope_2021,-121.64216692804149,41.755087600013056,Shrub,Shrub
-189,7.5843,32.2929,41.257698,122,7017,25,15,29,1414,0,Antelope_2021,-121.6518572224798,41.78092874305834,Grass-Shrub,Tree
-240,7.5843,32.2929,41.257698,145,7080,0,2,-1,1384,0,Antelope_2021,-121.66155466475733,41.806769887730425,Shrub,Shrub
-135,7.5292997,32.5603,41.510098,145,7080,0,1,-1,1357,0,Antelope_2021,-121.67125926258348,41.83261103939911,Shrub,Shrub
-196,7.6421,32.5114,40.9819,102,9308,0,2,-1,1351,0,Antelope_2021,-121.68097102367842,41.85845220344089,Grass,Herb
-276,7.7061,32.634098,41.195698,122,7123,0,6,292,1297,0,Antelope_2021,-121.69068995577324,41.8842933852388,Grass-Shrub,Herb
-61,3.1597998,33.1134,44.957397,99,9160,0,4,101,1503,1,Antelope_2021,-121.50114565455453,41.47794476047391,Non-Burnable,Sparse
87,3.3070998,31.790298,41.7986,99,9160,0,3,111,1621,0,Antelope_2021,-121.51074598028124,41.503789032384134,Non-Burnable,Sparse
5,3.2322998,29.563799,35.958797,165,7031,45,3,180,1743,0,Antelope_2021,-121.52035336247063,41.52963325095531,Timber-Understory,Tree
27,3.5582,28.8625,34.8798,122,7032,35,2,-1,2059,0,Antelope_2021,-121.52996780870902,41.55547742149153,Grass-Shrub,Tree
44,3.7556999,27.368,32.2446,122,7028,35,2,-1,2126,0,Antelope_2021,-121.53958932659324,41.5813215493033,Grass-Shrub,Tree
40,5.3696,27.9327,32.8379,122,7032,35,12,150,2261,0,Antelope_2021,-121.5492179237307,41.60716563970752,Grass-Shrub,Tree
57,5.3696,27.9327,32.8379,184,7032,55,15,340,2030,0,Antelope_2021,-121.55885360773944,41.633009698027614,Timber Litter,Tree
-1,5.0337996,30.4455,37.593998,165,7031,45,7,52,1809,0,Antelope_2021,-121.56849638624821,41.658853729593616,Timber-Understory,Tree
274,5.0337996,30.4455,37.593998,189,7027,45,9,50,1584,0,Antelope_2021,-121.57814626689637,41.68469773974185,Timber Litter,Tree
43,5.5709996,32.4036,42.612297,99,9160,0,7,62,1562,0,Antelope_2021,-121.58780325733387,41.71054173381545,Non-Burnable,Sparse
170,6.4683,32.8315,42.772,99,9160,0,2,-1,1464,0,Antelope_2021,-121.59746736522146,41.73638571716385,Non-Burnable,Sparse
49,6.6176,32.7753,42.8059,145,7080,0,7,337,1434,0,Antelope_2021,-121.60713859823058,41.7622296951433,Shrub,Shrub
-390,6.8146,32.733498,42.5257,145,7080,0,20,77,1402,0,Antelope_2021,-121.61681696404335,41.78807367311661,Shrub,Shrub
-363,7.1938,32.6204,42.0033,145,7080,0,21,87,1353,0,Antelope_2021,-121.62650247035265,41.81391765645312,Shrub,Shrub
-199,7.1938,32.6204,42.0033,122,7124,0,1,-1,1427,0,Antelope_2021,-121.63619512486213,41.83976165052899,Grass-Shrub,Shrub
-247,7.6421,32.5114,40.9819,122,7123,0,4,298,1378,0,Antelope_2021,-121.64589493528621,41.86560566072705,Grass-Shrub,Herb
-437,7.6421,32.5114,40.9819,102,9308,0,5,293,1294,0,Antelope_2021,-121.65560190935015,41.89144969243662,Grass,Herb
-1,3.4522998,31.6575,41.057198,165,7028,0,26,142,1701,1,Antelope_2021,-121.46624100776897,41.48504647467392,Timber-Understory,Tree
-57,3.4522998,31.6575,41.057198,165,7172,0,12,188,1818,1,Antelope_2021,-121.47582947768421,41.510893538121245,Timber-Understory,Tree
-32,3.2322998,29.563799,35.958797,187,7032,65,12,308,1948,0,Antelope_2021,-121.48542499677217,41.53674055189522,Timber Litter,Tree
-40,4.298,27.7225,32.861298,184,7032,45,8,80,2060,0,Antelope_2021,-121.49502757261328,41.562587521306035,Timber Litter,Tree
33,4.298,27.7225,32.861298,99,9160,0,2,-1,2161,0,Antelope_2021,-121.50463721279867,41.588434451670324,Non-Burnable,Sparse
45,5.2911997,29.137098,35.8033,99,7126,0,4,61,2134,0,Antelope_2021,-121.51425392493,41.61428134831119,Non-Burnable,Shrub
0,5.3696,27.9327,32.8379,184,7032,45,5,358,1916,0,Antelope_2021,-121.52387771661964,41.64012821655822,Timber Litter,Tree
-316,5.1712,30.7787,38.817497,122,7028,35,5,112,1732,0,Antelope_2021,-121.5335085954905,41.66597506174753,Grass-Shrub,Tree
233,6.0494,32.2311,42.0023,121,7027,35,23,3,1606,0,Antelope_2021,-121.54314656917613,41.69182188922178,Grass-Shrub,Tree
708,6.0494,32.2311,42.0023,99,7017,35,13,339,1582,0,Antelope_2021,-121.55279164532082,41.71766870433013,Non-Burnable,Tree
7,6.6326,32.912,42.746098,145,7080,0,2,-1,1440,0,Antelope_2021,-121.56244383157949,41.74351551242848,Shrub,Shrub
19,6.4683,32.8315,42.772,145,7080,0,7,111,1367,0,Antelope_2021,-121.57210313561782,41.76936231887915,Shrub,Shrub
-533,7.0491,32.780098,42.3677,145,7080,0,3,241,1284,0,Antelope_2021,-121.58176956511217,41.79520912905127,Shrub,Shrub
-240,7.3115997,32.7156,42.0201,102,9308,0,2,-1,1380,0,Antelope_2021,-121.59144312774957,41.821055948320506,Grass,Herb
-199,7.3115997,32.7156,42.0201,102,9308,0,3,256,1360,0,Antelope_2021,-121.60112383122795,41.84690278206929,Grass,Herb
-154,7.4969997,32.5862,41.4249,145,7080,0,2,-1,1322,0,Antelope_2021,-121.61081168325596,41.87274963568671,Shrub,Shrub
-258,7.4947,32.6497,41.0051,102,9308,0,3,241,1336,0,Antelope_2021,-121.62050669155298,41.89859651456851,Grass,Herb
63,2.3841999,33.2687,44.542698,189,7027,45,4,118,1415,1,Antelope_2021,-121.43132931938247,41.4921387443854,Timber Litter,Tree
117,3.4522998,31.6575,41.057198,189,7027,45,7,116,1568,1,Antelope_2021,-121.44090592591633,41.51798859666394,Timber Litter,Tree
-86,3.4211998,30.4415,38.1798,161,7027,0,9,28,1672,1,Antelope_2021,-121.45048957432228,41.54383840293233,Timber-Understory,Tree
-8,4.0919,31.5409,41.4767,165,7031,45,3,83,1633,1,Antelope_2021,-121.46008027217502,41.56968816850675,Timber-Understory,Tree
-61,4.0919,31.5409,41.4767,165,7031,45,12,142,1817,0,Antelope_2021,-121.46967802705989,41.59553789871007,Timber-Understory,Tree
-55,5.2911997,29.137098,35.8033,122,7028,0,2,-1,1780,0,Antelope_2021,-121.47928284657283,41.62138759887142,Grass-Shrub,Tree
-71,5.6422997,31.400799,40.483498,99,9213,0,5,105,1755,0,Antelope_2021,-121.48889473832038,41.64723727432672,Non-Burnable,Sparse
-183,5.6422997,31.400799,40.483498,122,7032,35,6,43,1618,0,Antelope_2021,-121.4985137099197,41.67308693041815,Grass-Shrub,Tree
-173,6.069,32.8491,42.8805,145,7080,0,4,52,1511,0,Antelope_2021,-121.5081397689986,41.69893657249458,Shrub,Shrub
-522,6.069,32.8491,42.8805,145,7080,0,4,46,1420,0,Antelope_2021,-121.51777292319555,41.724786205911435,Shrub,Shrub
-524,6.6326,32.912,42.746098,99,9006,0,9,333,1383,0,Antelope_2021,-121.52741318015967,41.75063583603081,Non-Burnable,Sparse
-377,7.0716,32.836998,42.134197,145,7080,0,4,18,1292,0,Antelope_2021,-121.53706054755087,41.7764854682213,Shrub,Shrub
-4,7.0716,32.836998,42.134197,99,9160,0,3,348,1256,0,Antelope_2021,-121.54671503303963,41.80233510785821,Non-Burnable,Sparse
-249,7.2381997,32.8169,41.7105,145,7080,0,5,82,1239,0,Antelope_2021,-121.55637664430735,41.82818476032352,Shrub,Shrub
-159,7.3115997,32.7156,42.0201,102,7080,0,8,125,1466,0,Antelope_2021,-121.56604538904598,41.85403443100605,Grass,Shrub
-11,7.4790998,32.5905,41.136497,99,7733,0,26,312,1543,0,Antelope_2021,-121.57572127495844,41.87988412530108,Non-Burnable,Sparse
-275,7.4996,32.685497,41.046997,93,7965,0,3,283,1269,1,Antelope_2021,-121.58540430975833,41.90573384861069,Non-Burnable,Agriculture
-32768,2.3841999,33.2687,44.542698,122,7031,25,0,-1,1298,0,Antelope_2021,-121.39641059668988,41.49922156666362,Grass-Shrub,Tree
-32768,3.0779,32.9943,44.202,165,7027,35,1,-1,1329,0,Antelope_2021,-121.40597533227816,41.52507420506286,Timber-Understory,Tree
-32768,3.0779,32.9943,44.202,189,7027,45,1,-1,1418,0,Antelope_2021,-121.4155471024273,41.55092680111243,Timber Litter,Tree
-32768,4.1007,32.961998,44.2878,122,7027,45,2,-1,1441,0,Antelope_2021,-121.42512591470634,41.5767793601348,Grass-Shrub,Tree
-32768,4.1007,32.961998,44.2878,189,7027,45,1,-1,1452,0,Antelope_2021,-121.4347117766948,41.6026318874588,Timber Litter,Tree
-32768,4.9818,31.793,41.8852,161,7011,25,6,37,1501,0,Antelope_2021,-121.44430469598282,41.628484388419885,Timber-Understory,Tree
-32768,5.7221,32.7187,43.2758,122,7126,25,9,127,1495,0,Antelope_2021,-121.45390468017115,41.65433686835993,Grass-Shrub,Shrub
-32768,5.7221,32.7187,43.2758,99,9006,0,7,69,1426,0,Antelope_2021,-121.46351173687115,41.680189332627485,Non-Burnable,Sparse
-32768,5.7749,33.0741,43.3089,145,7080,0,5,73,1357,0,Antelope_2021,-121.47312587370483,41.70604178657756,Shrub,Shrub
-32768,6.5007,32.9414,42.5984,145,7080,0,1,-1,1336,0,Antelope_2021,-121.48274709830488,41.73189423557175,Shrub,Shrub
-32768,6.5007,32.9414,42.5984,145,7080,0,1,-1,1317,0,Antelope_2021,-121.49237541831462,41.7577466849783,Shrub,Shrub
-32768,6.8417997,32.8283,41.9106,145,7080,0,1,-1,1281,0,Antelope_2021,-121.50201084138807,41.78359914017228,Shrub,Shrub
-32768,6.8417997,32.8283,41.9106,121,9328,0,0,-1,1257,0,Antelope_2021,-121.51165337519001,41.809451606535056,Grass-Shrub,Shrub
-32768,7.2381997,32.8169,41.7105,102,7967,0,0,-1,1229,0,Antelope_2021,-121.52130302739593,41.83530408945504,Grass,Herb
-32768,7.2454,32.830498,41.473,93,7964,0,0,-1,1227,0,Antelope_2021,-121.53095980569204,41.86115659432717,Non-Burnable,Agriculture
-32768,7.2454,32.830498,41.473,98,7292,0,0,-1,1230,0,Antelope_2021,-121.54062371777539,41.88700912655309,Non-Burnable,Water
-32768,6.7523,32.7612,40.818398,98,7292,0,0,-1,1230,0,Antelope_2021,-121.55029477135366,41.912861691541394,Non-Burnable,Water
90,5.916,30.889,37.397,122,7027,35,2,-1,1492,0,Bald_2014,-121.3731517605085,40.75583473423895,Grass-Shrub,Tree
-18,6.329,30.885,37.326,122,7098,0,1,-1,1517,1,Bald_2014,-121.38260795536961,40.78167241996243,Grass-Shrub,Shrub
-346,6.329,30.885,37.326,145,7062,0,1,-1,1492,0,Bald_2014,-121.39207103263007,40.80750989885299,Shrub,Tree
98,6.117,32.047,39.948,122,7027,35,7,59,1401,0,Bald_2014,-121.40154099961843,40.833347176028475,Grass-Shrub,Tree
-1802,5.107,32.86,42.138,102,9301,0,2,-1,1268,0,Bald_2014,-121.41101786367348,40.85918425661241,Grass,Herb
-150,5.107,32.86,42.138,122,7098,0,3,74,1208,0,Bald_2014,-121.420501632144,40.885021145734264,Grass-Shrub,Shrub
45,3.509,33.487,43.947,122,7098,0,5,263,1149,0,Bald_2014,-121.42999231238906,40.91085784852928,Grass-Shrub,Shrub
181,2.889,33.499,43.709,102,7105,0,2,-1,1137,0,Bald_2014,-121.43948991177783,40.93669437013858,Grass,Shrub
121,8.042,30.506,36.642,122,7027,35,1,-1,1493,1,Bald_2014,-121.33858904584213,40.76289728315117,Grass-Shrub,Tree
89,5.941,30.238,35.923,122,7098,0,15,233,1546,1,Bald_2014,-121.34803360609855,40.78873767365869,Grass-Shrub,Shrub
-146,6.407,31.65,39.258,122,7027,35,1,-1,1493,1,Bald_2014,-121.3574850416547,40.814577860849305,Grass-Shrub,Tree
225,6.407,31.65,39.258,189,7031,0,2,-1,1353,0,Bald_2014,-121.36694335983361,40.840417849846474,Timber Litter,Tree
301,7.147,32.451,41.416,122,7098,25,0,-1,1255,0,Bald_2014,-121.37640856796837,40.86625764577953,Grass-Shrub,Shrub
1068,7.147,32.451,41.416,122,7137,0,14,209,1363,0,Bald_2014,-121.3858806734023,40.89209725378365,Grass-Shrub,Herb
622,5.377,33.173,43.587,102,9301,0,5,350,1082,0,Bald_2014,-121.39535968348886,40.9179366789998,Grass,Herb
25,2.042,33.579,44.294,102,7105,0,3,211,1075,0,Bald_2014,-121.40484560559159,40.943775926574986,Grass,Shrub
57,15.881,29.445,34.078,165,7031,45,1,-1,1698,0,Bald_2014,-121.30401946319058,40.76995046993418,Timber-Understory,Tree
-3,5.941,30.238,35.923,189,7031,35,1,-1,1653,0,Bald_2014,-121.31345238152946,40.795793562605134,Timber Litter,Tree
754,5.906,30.666,36.81,102,7098,0,1,-1,1597,0,Bald_2014,-121.32289216805829,40.82163645547259,Grass,Shrub
776,5.906,30.666,36.81,99,7126,0,17,215,1584,0,Bald_2014,-121.33233883009456,40.84747915366585,Non-Burnable,Shrub
1350,7.991,31.289,38.218,189,7196,25,5,128,1458,0,Bald_2014,-121.34179237496582,40.87332166231989,Timber Litter,Shrub
517,8.085,32.667,42.179,189,7196,25,21,0,1384,0,Bald_2014,-121.35125281000973,40.89916398657565,Timber Litter,Shrub
125,5.377,33.173,43.587,102,9301,0,1,-1,1073,0,Bald_2014,-121.36072014257412,40.92500613157986,Grass,Herb
-343,3.439,32.992,42.64,161,7173,25,5,269,1203,0,Bald_2014,-121.37019438001704,40.950848102485224,Timber-Understory,Tree
5,12.858,29.67,34.611,122,7031,0,2,-1,1713,0,Bald_2014,-121.2694430196581,40.776994291761454,Grass-Shrub,Tree
168,10.081,29.785,34.905,189,7031,35,3,73,1624,0,Bald_2014,-121.27886428877206,40.80284008397059,Timber Litter,Tree
886,9.59,30.279,35.934,102,7126,0,1,-1,1598,0,Bald_2014,-121.28829241895615,40.82868567988729,Grass,Shrub
707,10.792,31.137,37.89,122,7098,35,2,-1,1552,0,Bald_2014,-121.29772741752224,40.85453108464646,Grass-Shrub,Shrub
675,10.792,31.137,37.89,102,7098,0,4,266,1438,0,Bald_2014,-121.30716929179226,40.88037630338881,Grass,Shrub
899,8.085,32.667,42.179,147,9828,25,1,-1,1264,0,Bald_2014,-121.3166180490983,40.90622134126097,Shrub,Herb
289,8.085,32.667,42.179,122,7105,25,2,-1,1193,0,Bald_2014,-121.32607369678259,40.93206620341556,Grass-Shrub,Shrub
163,5.12,33.118,43.301,122,7098,0,2,-1,1121,0,Bald_2014,-121.3355362421975,40.95791089501094,Grass-Shrub,Shrub
60,12.858,29.67,34.611,165,7031,45,7,228,1808,0,Bald_2014,-121.23485972235885,40.784028745808264,Timber-Understory,Tree
-122,12.858,29.67,34.611,122,7098,0,3,292,1585,0,Bald_2014,-121.24426933494617,40.809877234926006,Grass-Shrub,Shrub
1005,13.497,30.622,36.854,122,7196,0,17,13,1514,0,Bald_2014,-121.25368580147371,40.83572553125965,Grass-Shrub,Shrub
270,16.662,31.292,38.426,99,7098,35,4,62,1473,0,Bald_2014,-121.26310912924768,40.86157363994998,Non-Burnable,Shrub
297,10.792,31.137,37.89,183,7031,45,2,-1,1364,0,Bald_2014,-121.27253932558438,40.887421566143395,Timber Litter,Tree
750,13.731,32.362,41.441,121,9301,0,1,-1,1288,0,Bald_2014,-121.28197639781034,40.91326931499226,Grass-Shrub,Herb
112,8.806,33.01,43.085,121,9828,0,1,-1,1212,0,Bald_2014,-121.29142035326207,40.93911689165494,Grass-Shrub,Herb
-146,8.806,33.01,43.085,122,7027,35,23,353,1116,0,Bald_2014,-121.3008711992864,40.96496430129554,Grass-Shrub,Tree
-37,18.793,28.099,30.727,187,7032,65,9,311,2041,0,Bald_2014,-121.20026957841719,40.791053829251865,Timber Litter,Tree
41,22.551,29.847,34.663,165,7031,45,3,313,1691,0,Bald_2014,-121.20966752718175,40.81690501264392,Timber-Understory,Tree
91,22.551,29.847,34.663,188,7031,35,2,-1,1637,0,Bald_2014,-121.21907232274651,40.84275600675781,Timber Litter,Tree
50,28.131,30.733,36.94,186,7027,45,5,290,1517,0,Bald_2014,-121.22848397241202,40.868606816739984,Timber Litter,Tree
261,16.662,31.292,38.426,165,7098,45,9,277,1414,0,Bald_2014,-121.23790248348901,40.894457447742596,Timber-Understory,Shrub
790,18.92,32.111,40.902,189,7098,35,4,324,1321,0,Bald_2014,-121.24732786329824,40.92030790492391,Timber Litter,Shrub
51,8.588,33.011,43.426,102,7105,0,5,173,1174,0,Bald_2014,-121.2567601191707,40.94615819344778,Grass,Shrub
263,8.588,33.011,43.426,122,7105,0,17,58,1097,0,Bald_2014,-121.26619925844751,40.97200831848427,Grass-Shrub,Shrub
496,22.974,28.263,31.065,187,7032,45,5,46,1835,0,Bald_2014,-121.16567259496752,40.79806953927131,Timber Litter,Tree
-1679,33.356,29.504,33.895,122,9272,0,3,257,1685,0,Bald_2014,-121.17505887261883,40.82392341429886,Grass-Shrub,Herb
-46,33.356,29.504,33.895,165,7098,45,9,287,1707,0,Bald_2014,-121.18445198992025,40.84977710355173,Timber-Understory,Shrub
-1,28.131,30.733,36.94,165,7031,35,8,288,1515,0,Bald_2014,-121.19385195416663,40.87563061218192,Timber-Understory,Tree
372,22.412,32.17,41.193,122,7031,25,5,74,1339,0,Bald_2014,-121.20325877266303,40.90148394534745,Grass-Shrub,Tree
-115,22.412,32.17,41.193,122,7027,35,26,49,1137,0,Bald_2014,-121.21267245272463,40.9273371082122,Grass-Shrub,Tree
74,17.297,32.125,40.886,122,7124,0,2,-1,1189,0,Bald_2014,-121.22209300167668,40.95319010594588,Grass-Shrub,Shrub
167,8.588,33.011,43.426,122,7124,0,18,208,1321,0,Bald_2014,-121.23152042685469,40.9790429437243,Grass-Shrub,Shrub
-55,0.0,36.208,43.467,93,7984,0,0,-1,40,0,Camp_2018,-121.73470090170115,39.55445197717561,Non-Burnable,Agriculture
-2924,0.0,35.78,41.297,93,7984,0,0,-1,41,0,Camp_2018,-121.74412901655319,39.58024590252093,Non-Burnable,Agriculture
33,0.0,35.575,40.612,93,7984,0,0,-1,43,0,Camp_2018,-121.7535638720685,39.60603934594873,Non-Burnable,Agriculture
-43,0.0,35.575,40.612,102,7980,25,0,-1,45,0,Camp_2018,-121.76300547529243,39.631832312245756,Grass,Tree
